Titulo/Contrato;Vencimento do Titulo/Contrato;Valor do Estoque;Quantidade do Estoque;Mes do Estoque;Classe da Carteira;Tipo de Divida
TDAD10D339;01/04/2027;732597,25;7315,00;12/2021;Mercado;Dívida Interna
TDA96110600;01/11/1996;,00;,00;12/2021;Mercado;Dívida Interna
LFT 010326;01/03/2026;161617607894,53;14402804,00;12/2021;Mercado;Dívida Interna
NTN-I 150236;15/02/2036;38227,96;3538,00;12/2021;Mercado;Dívida Interna
TDA25010300;01/01/2025;125208,16;1232,00;12/2021;Mercado;Dívida Interna
TDAD11L414;01/12/2027;737051,52;7454,00;01/2022;Mercado;Dívida Interna
TDAD11L415;01/12/2028;689589,12;6974,00;01/2022;Mercado;Dívida Interna
TDAD12D235;01/04/2024;1872740,62;18509,00;01/2022;Mercado;Dívida Interna
TDAD12D236;01/04/2025;1883263,34;18613,00;01/2022;Mercado;Dívida Interna
TDAD12F233;01/06/2022;226955,26;2254,00;01/2022;Mercado;Dívida Interna
TDAD12F236;01/06/2025;226955,26;2254,00;01/2022;Mercado;Dívida Interna
TDAD12H235;01/08/2024;1383762,00;13810,00;01/2022;Mercado;Dívida Interna
TDAD12H237;01/08/2026;1406808,00;14040,00;01/2022;Mercado;Dívida Interna
NTN-I 150127;15/01/2027;10383739,26;1037696,00;02/2022;Mercado;Dívida Interna
NTN-I 150129;15/01/2029;4649735,68;464670,00;02/2022;Mercado;Dívida Interna
NTN-I 150131;15/01/2031;2451920,79;245032,00;02/2022;Mercado;Dívida Interna
NTN-I 150732;15/07/2032;1527497,26;152650,00;02/2022;Mercado;Dívida Interna
NTN-P 010124-010108;01/01/2024;554505,91;219615,00;02/2022;Mercado;Dívida Interna
HCFTEE0533;01/05/2033;97711,49;15738,00;02/2022;Mercado;Dívida Interna
HCFTEE0135;01/01/2035;10938342,09;1761795,00;02/2022;Mercado;Dívida Interna
HCFTEE1232;01/12/2032;130679,34;21048,00;02/2022;Mercado;Dívida Interna
NTN-B 150830;15/08/2030;53885650198,69;13685000,00;02/2022;Banco Central;Dívida Interna
NTN-I 150137;15/01/2037;181928,77;18181,00;02/2022;Mercado;Dívida Interna
HCFTEE0139;01/01/2039;70700675,84;11387475,00;02/2022;Mercado;Dívida Interna
TDAD12L334;01/12/2024;4013128,21;40459,00;02/2022;Mercado;Dívida Interna
TDAD12L336;01/12/2026;4013128,21;40459,00;02/2022;Mercado;Dívida Interna
TDAD12L337;01/12/2027;4013128,21;40459,00;02/2022;Mercado;Dívida Interna
TDAD11C235;01/03/2023;48080,45;473,00;02/2022;Mercado;Dívida Interna
TDAD11C236;01/03/2024;48080,45;473,00;02/2022;Mercado;Dívida Interna
TDAD11C238;01/03/2026;48690,35;479,00;02/2022;Mercado;Dívida Interna
TDAD12C233;01/03/2022;88435,50;870,00;02/2022;Mercado;Dívida Interna
NTN-I 150327;15/03/2027;13292478,80;1433069,00;03/2022;Mercado;Dívida Interna
NTN-I 150330;15/03/2030;5088158,55;548557,00;03/2022;Mercado;Dívida Interna
NTN-I 150334;15/03/2034;955481,92;103011,00;03/2022;Mercado;Dívida Interna
TDAD03E417;01/05/2022;397344,35;3985,00;03/2022;Mercado;Dívida Interna
TDAD09L236;01/12/2022;3692,23;37,00;03/2022;Mercado;Dívida Interna
TDAD13L235;01/12/2025;1106271,94;11086,00;03/2022;Mercado;Dívida Interna
TDAD13L236;01/12/2026;1106271,94;11086,00;03/2022;Mercado;Dívida Interna
TDAD06K414;01/11/2022;464759,30;4678,00;04/2022;Mercado;Dívida Interna
TDAD07D415;01/04/2024;791,44;8,00;04/2022;Mercado;Dívida Interna
TDAD07D417;01/04/2026;791,44;8,00;04/2022;Mercado;Dívida Interna
TDAD07F339;01/06/2024;1010223,76;10036,00;04/2022;Mercado;Dívida Interna
TDAD07G415;01/07/2024;194874,40;1955,00;04/2022;Mercado;Dívida Interna
TDAD07H238;01/08/2022;234886,68;2324,00;04/2022;Mercado;Dívida Interna
TDAD07H414;01/08/2023;184839,04;1856,00;04/2022;Mercado;Dívida Interna
TDAD07I238;01/09/2022;407514,44;4042,00;04/2022;Mercado;Dívida Interna
TDA26100200;01/10/2026;547600,00;5476,00;04/2022;Mercado;Dívida Interna
TDA25100200;01/10/2025;518800,00;5188,00;04/2022;Mercado;Dívida Interna
TDA27030300;01/03/2027;453387,76;4564,00;04/2022;Mercado;Dívida Interna
TDA26030100;01/03/2026;1873656,44;18922,00;04/2022;Mercado;Dívida Interna
TDA26110300;01/11/2026;217816,43;2171,00;04/2022;Mercado;Dívida Interna
TDA29110300;01/11/2029;158120,08;1576,00;04/2022;Mercado;Dívida Interna
TDA23100600;01/10/2023;494109,00;4830,00;04/2022;Mercado;Dívida Interna
TDAD10C237;01/03/2024;1548319,50;15522,00;05/2022;Mercado;Dívida Interna
TDAD10C335;01/03/2023;106166,50;1067,00;05/2022;Mercado;Dívida Interna
TDAD10C416;01/03/2028;555899,25;5601,00;05/2022;Mercado;Dívida Interna
TDAD10C417;01/03/2029;555899,25;5601,00;05/2022;Mercado;Dívida Interna
TDAD10D337;01/04/2025;723195,20;7280,00;05/2022;Mercado;Dívida Interna
TDAD10D339;01/04/2027;726672,10;7315,00;05/2022;Mercado;Dívida Interna
TDAD10E237;01/05/2024;1119837,75;11283,00;05/2022;Mercado;Dívida Interna
NTN-B 150525;15/05/2025;39003963866,95;8855510,00;05/2022;Banco Central;Dívida Interna
NTN-I 150435;15/04/2035;27420,61;2957,00;05/2022;Mercado;Dívida Interna
NTN-F 010131;01/01/2031;91582726484,73;79575946,00;05/2022;Banco Central;Dívida Interna
LTN 010724;01/07/2024;54407215549,50;62700000,00;05/2022;Banco Central;Dívida Interna
NTN-I 151035;15/10/2035;18416,41;1986,00;05/2022;Mercado;Dívida Interna
NTN-I 150636;15/06/2036;10747,54;1159,00;05/2022;Mercado;Dívida Interna
LTN 010424;01/04/2024;47349582522,07;58599429,00;05/2022;Mercado;Dívida Interna
NTN-B 150824;15/08/2024;50658434177,40;12600000,00;06/2022;Banco Central;Dívida Interna
NTN-I 150736;15/07/2036;293705,24;28532,00;06/2022;Mercado;Dívida Interna
HCFTEE0139;01/01/2039;73782905,35;11386416,00;06/2022;Mercado;Dívida Interna
TDAD12L332;01/12/2022;4058037,70;40459,00;06/2022;Mercado;Dívida Interna
TDAD12L336;01/12/2026;4058037,70;40459,00;06/2022;Mercado;Dívida Interna
TDAD07H340;01/08/2025;19724,88;199,00;10/2021;Mercado;Dívida Interna
TDAD07H413;01/08/2022;183502,72;1856,00;10/2021;Mercado;Dívida Interna
TDAD07I238;01/09/2022;400643,04;4042,00;10/2021;Mercado;Dívida Interna
TDAD07K338;01/11/2023;956706,00;9510,00;10/2021;Mercado;Dívida Interna
TDAD07K340;01/11/2025;966263,00;9605,00;10/2021;Mercado;Dívida Interna
TDAD07L414;01/12/2023;163627,32;1644,00;10/2021;Mercado;Dívida Interna
TDAD08B237;01/02/2022;77747,64;771,00;10/2021;Mercado;Dívida Interna
TDA17070300;01/07/2017;,00;,00;10/2021;Mercado;Dívida Interna
NTN-F 010125;01/01/2025;98140300775,40;100696948,76;07/2020;Mercado;Dívida Interna
NTN-I 151225;15/12/2025;8951207,09;937583,00;07/2020;Mercado;Dívida Interna
TDA14110600;01/11/2014;,00;,00;07/2020;Mercado;Dívida Interna
TDAD03K416;01/11/2021;72996,30;734,00;08/2020;Mercado;Dívida Interna
TDAD04F417;01/06/2023;1459222,33;14759,00;08/2020;Mercado;Dívida Interna
TDAD04F418;01/06/2024;1464066,96;14808,00;08/2020;Mercado;Dívida Interna
TDAD04H418;01/08/2024;2526482,45;25595,00;08/2020;Mercado;Dívida Interna
TDAD04I414;01/09/2020;2689,47;27,00;08/2020;Mercado;Dívida Interna
TDAE050775;01/07/2022;57973,02;582,00;08/2020;Mercado;Dívida Interna
TDAE050777;01/07/2024;57973,02;582,00;08/2020;Mercado;Dívida Interna
TDAE070974;01/09/2023;1258138,90;12035,00;08/2020;Mercado;Dívida Interna
TDAE071273;01/12/2022;3393765,80;32930,00;08/2020;Mercado;Dívida Interna
TDAE090355;01/03/2021;3129781,38;30811,00;08/2020;Mercado;Dívida Interna
TDAE100355;01/03/2022;201433,14;1983,00;08/2020;Mercado;Dívida Interna
TDAE100358;01/03/2025;174209,70;1715,00;08/2020;Mercado;Dívida Interna
TDAE100372;01/03/2024;100665,78;991,00;08/2020;Mercado;Dívida Interna
TDAE110553;01/05/2021;1129838,60;11231,00;08/2020;Mercado;Dívida Interna
ECTN 0408;01/08/2024;6335969,19;3587,00;09/2020;Mercado;Dívida Interna
Global 2025A;07/01/2025;24535843000,00;4300000,00;09/2020;Mercado;Dívida Externa
Global 2028;13/01/2028;17036490000,00;3000000,00;09/2020;Mercado;Dívida Externa
Global 2025B;06/06/2025;7074350000,00;1250000,00;09/2020;Mercado;Dívida Externa
HCFIBB0136;01/01/2036;3303129,86;1219811,00;09/2020;Mercado;Dívida Interna
JUST920116;16/07/2040;5571307,94;65234,00;09/2020;Mercado;Dívida Interna
HSTN A001;15/09/2028;1047733372,24;49901,00;09/2020;Mercado;Dívida Interna
TDAD09I414;01/09/2025;219015,30;2219,00;09/2020;Mercado;Dívida Interna
TDAD09I415;01/09/2026;219015,30;2219,00;09/2020;Mercado;Dívida Interna
TDAD09J234;01/10/2020;15948,06;157,00;09/2020;Mercado;Dívida Interna
TDAD09K337;01/11/2024;282509,59;2813,00;09/2020;Mercado;Dívida Interna
TDAD10B236;01/02/2023;3721,83;37,00;09/2020;Mercado;Dívida Interna
TDA29080300;01/08/2029;1833435,89;18499,00;09/2020;Mercado;Dívida Interna
TDA24110300;01/11/2024;302976,70;2990,00;09/2020;Mercado;Dívida Interna
TDA21100200;01/10/2021;579800,76;5764,00;09/2020;Mercado;Dívida Interna
TDA26100200;01/10/2026;579800,76;5764,00;09/2020;Mercado;Dívida Interna
TDA25100200;01/10/2025;579800,76;5764,00;09/2020;Mercado;Dívida Interna
TDA22100200;01/10/2022;579800,76;5764,00;09/2020;Mercado;Dívida Interna
TDA24100200;01/10/2024;579800,76;5764,00;09/2020;Mercado;Dívida Interna
TDA21030100;01/03/2021;1907814,40;19232,00;09/2020;Mercado;Dívida Interna
TDA25030100;01/03/2025;1904540,80;19199,00;09/2020;Mercado;Dívida Interna
TDA23030100;01/03/2023;1907814,40;19232,00;09/2020;Mercado;Dívida Interna
TDA27110300;01/11/2027;219987,43;2171,00;09/2020;Mercado;Dívida Interna
TDAD06J415;01/10/2023;1003288,44;10164,00;10/2020;Mercado;Dívida Interna
TDAD06J417;01/10/2025;1003288,44;10164,00;10/2020;Mercado;Dívida Interna
TDAD06K336;01/11/2020;1155894,00;11490,00;10/2020;Mercado;Dívida Interna
TDAD07B237;01/02/2021;2470176,64;24496,00;10/2020;Mercado;Dívida Interna
TDAD07B238;01/02/2022;2447084,28;24267,00;10/2020;Mercado;Dívida Interna
TDAD07B340;01/02/2025;519218,70;5187,00;10/2020;Mercado;Dívida Interna
TDAD07D414;01/04/2023;793,60;8,00;10/2020;Mercado;Dívida Interna
TDAD12I235;01/09/2024;182281,68;1839,00;10/2020;Mercado;Dívida Interna
TDAD12I238;01/09/2027;182579,04;1842,00;10/2020;Mercado;Dívida Interna
TDAD09J416;01/10/2027;253980,83;2573,00;10/2020;Mercado;Dívida Interna
TDAD09J417;01/10/2028;253980,83;2573,00;10/2020;Mercado;Dívida Interna
TDAH071277;01/12/2026;316416,05;3041,00;10/2020;Mercado;Dívida Interna
TDAJ11DB18;01/04/2021;28836,42;289,00;10/2020;Mercado;Dívida Interna
HCFTEE0143;01/01/2043;18990909,13;3896316,00;10/2020;Mercado;Dívida Interna
TDAD02K418;01/11/2022;75702,90;767,00;11/2020;Mercado;Dívida Interna
TDAD03E417;01/05/2022;395312,00;3985,00;11/2020;Mercado;Dívida Interna
TDAD03I418;01/09/2023;369773,80;3740,00;11/2020;Mercado;Dívida Interna
TDAD03J418;01/10/2023;41985,75;425,00;11/2020;Mercado;Dívida Interna
TDAD03K340;01/11/2021;127524,98;1291,00;11/2020;Mercado;Dívida Interna
TDAD03L417;01/12/2022;493268,72;4952,00;11/2020;Mercado;Dívida Interna
TDAD04C415;01/03/2021;86940,00;875,00;11/2020;Mercado;Dívida Interna
TDAE100373;01/03/2025;102122,55;991,00;11/2020;Mercado;Dívida Interna
TDAE100374;01/03/2026;102122,55;991,00;11/2020;Mercado;Dívida Interna
TDAE120254;01/02/2023;1105807,20;10680,00;11/2020;Mercado;Dívida Interna
TDAE120255;01/02/2024;1105807,20;10680,00;11/2020;Mercado;Dívida Interna
TDAE120256;01/02/2025;1105807,20;10680,00;11/2020;Mercado;Dívida Interna
HSTN A842;15/02/2022;168251,61;3,00;12/2020;Mercado;Dívida Interna
HSTN A843;15/03/2022;168478,77;3,00;12/2020;Mercado;Dívida Interna
NTN-I 150129;15/01/2029;3473179,56;357492,00;12/2020;Mercado;Dívida Interna
TDAD10G238;01/07/2025;315715,40;3154,00;12/2020;Mercado;Dívida Interna
TDAD10G336;01/07/2024;23308,74;234,00;12/2020;Mercado;Dívida Interna
TDAD11A237;01/01/2025;32810,34;323,00;12/2020;Mercado;Dívida Interna
TDAD11E234;01/05/2022;1257500,00;12500,00;12/2020;Mercado;Dívida Interna
TDAD11E235;01/05/2023;1245931,00;12385,00;12/2020;Mercado;Dívida Interna
TDAD11E335;01/05/2024;392664,26;3929,00;12/2020;Mercado;Dívida Interna
TDAE071276;01/12/2025;3225670,63;32383,00;01/2021;Mercado;Dívida Interna
TDAE090358;01/03/2024;3204948,10;30802,00;01/2021;Mercado;Dívida Interna
TDAE100371;01/03/2023;103113,55;991,00;01/2021;Mercado;Dívida Interna
TDAE110556;01/05/2024;1157466,86;11231,00;01/2021;Mercado;Dívida Interna
TDAE110557;01/05/2025;1157466,86;11231,00;01/2021;Mercado;Dívida Interna
TDAJ12EC18;01/05/2022;244738,68;2427,00;01/2021;Mercado;Dívida Interna
TDAD12C338;01/03/2028;3213,76;32,00;01/2021;Mercado;Dívida Interna
TDAD12C339;01/03/2029;3213,76;32,00;01/2021;Mercado;Dívida Interna
TDAD09J337;01/10/2024;10920,80;110,00;01/2021;Mercado;Dívida Interna
TDAD11J235;01/10/2023;60264,05;605,00;01/2021;Mercado;Dívida Interna
TDAD12K238;01/11/2027;1924503,84;19369,00;01/2021;Mercado;Dívida Interna
TDAD12K340;01/11/2030;408077,04;4117,00;01/2021;Mercado;Dívida Interna
TDAD13H238;01/08/2028;25825,80;258,00;01/2021;Mercado;Dívida Interna
TDAD13I237;01/09/2027;51427,90;515,00;01/2021;Mercado;Dívida Interna
ESTF980615;15/01/2023;36125982,12;188068,00;01/2021;Mercado;Dívida Interna
TDA28060300;01/06/2028;9317,28;94,00;07/2021;Mercado;Dívida Interna
TDA27080200;01/08/2027;503,00;5,00;07/2021;Mercado;Dívida Interna
TDA22080200;01/08/2022;503,00;5,00;07/2021;Mercado;Dívida Interna
TDA30080200;01/08/2030;704,20;7,00;07/2021;Mercado;Dívida Interna
TDA30080300;01/08/2030;1203926,16;11852,00;07/2021;Mercado;Dívida Interna
TDA29080200;01/08/2029;503,00;5,00;07/2021;Mercado;Dívida Interna
TDA27050200;01/05/2027;130045,44;1312,00;07/2021;Mercado;Dívida Interna
TDA26050200;01/05/2026;130045,44;1312,00;07/2021;Mercado;Dívida Interna
TDA31050300;01/05/2031;169806,24;1709,00;07/2021;Mercado;Dívida Interna
TDA28050200;01/05/2028;130045,44;1312,00;07/2021;Mercado;Dívida Interna
LFT 010923;01/09/2023;117435362902,31;10743318,00;07/2021;Mercado;Dívida Interna
TDAD09I412;01/09/2023;221034,59;2219,00;08/2021;Mercado;Dívida Interna
TDAD09I416;01/09/2027;221034,59;2219,00;08/2021;Mercado;Dívida Interna
TDAD09J238;01/10/2024;16619,76;164,00;08/2021;Mercado;Dívida Interna
TDAD10A238;01/01/2025;13078,00;130,00;08/2021;Mercado;Dívida Interna
TDAD10B238;01/02/2025;6322,05;63,00;08/2021;Mercado;Dívida Interna
TDAD10C334;01/03/2022;106283,87;1067,00;08/2021;Mercado;Dívida Interna
TDAD10C339;01/03/2027;106283,87;1067,00;08/2021;Mercado;Dívida Interna
TDAD10C411;01/03/2023;555171,12;5601,00;08/2021;Mercado;Dívida Interna
LFT 010923;01/09/2023;144863299758,56;13204990,00;08/2021;Mercado;Dívida Interna
NTN-I 150429;15/04/2029;2695314,94;271063,00;08/2021;Mercado;Dívida Interna
TDA22110600;01/11/2022;360492,36;3481,00;08/2021;Mercado;Dívida Interna
LTN 010125;01/01/2025;23703314225,39;31248723,32;08/2021;Mercado;Dívida Interna
LFT 010924;01/09/2024;32920149567,00;3000000,00;08/2021;Banco Central;Dívida Interna
NTN-I 150629;15/06/2029;1949055,26;196013,00;08/2021;Mercado;Dívida Interna
TDAD09K336;01/11/2023;282208,30;2810,00;09/2021;Mercado;Dívida Interna
TDAD10A238;01/01/2025;13109,20;130,00;09/2021;Mercado;Dívida Interna
TDAD10C235;01/03/2022;1556775,10;15515,00;09/2021;Mercado;Dívida Interna
TDAD10C236;01/03/2023;1556775,10;15515,00;09/2021;Mercado;Dívida Interna
TDAD10C238;01/03/2025;1588683,22;15833,00;09/2021;Mercado;Dívida Interna
TDAD10C339;01/03/2027;106454,59;1067,00;09/2021;Mercado;Dívida Interna
NTN-I 150222;15/02/2022;52665268,34;4848008,00;10/2021;Mercado;Dívida Interna
NTN-I 150322;15/03/2022;63424108,77;5838394,00;10/2021;Mercado;Dívida Interna
NTN-I 150524;15/05/2024;28461011,44;2619928,00;10/2021;Mercado;Dívida Interna
NTN-I 150529;15/05/2029;3888608,84;357959,00;10/2021;Mercado;Dívida Interna
NTN-I 150531;15/05/2031;1936303,61;178243,00;10/2021;Mercado;Dívida Interna
NTN-I 151133;15/11/2033;736715,05;67817,00;10/2021;Mercado;Dívida Interna
NTN-B 150840;15/08/2040;54884466574,45;14347224,67;02/2021;Mercado;Dívida Interna
NTN-B 150824;15/08/2024;42880553868,60;12600000,00;02/2021;Banco Central;Dívida Interna
NTN-I 150135;15/01/2035;620233,38;59645,00;02/2021;Mercado;Dívida Interna
NTN-B Principal 150824;15/08/2024;11781833066,17;4054694,18;02/2021;Mercado;Dívida Interna
TDAD12L332;01/12/2022;4009486,90;40459,00;02/2021;Mercado;Dívida Interna
NTN-I 151134;15/11/2034;309505,66;28467,00;03/2021;Mercado;Dívida Interna
NTN-I 150328;15/03/2028;7928605,08;729239,00;03/2021;Mercado;Dívida Interna
NTN-I 150329;15/03/2029;5656015,68;520216,00;03/2021;Mercado;Dívida Interna
NTN-I 150926;15/09/2026;13422208,30;1234517,00;03/2021;Mercado;Dívida Interna
NTN-I 150929;15/09/2029;4868503,32;447784,00;03/2021;Mercado;Dívida Interna
NTN-I 150935;15/09/2035;396941,80;36509,00;03/2021;Mercado;Dívida Interna
TDAE100376;01/03/2028;55507,20;560,00;03/2021;Mercado;Dívida Interna
TDAE110557;01/05/2025;1168585,55;11231,00;03/2021;Mercado;Dívida Interna
TDAE120238;01/02/2022;1321326,65;13265,00;03/2021;Mercado;Dívida Interna
TDAE120254;01/02/2023;1063834,80;10680,00;03/2021;Mercado;Dívida Interna
TDAE120438;01/04/2022;50388,28;482,00;03/2021;Mercado;Dívida Interna
NTN-B 150545;15/05/2045;79913238395,27;24486584,87;03/2021;Mercado;Dívida Interna
NTN-I 150723;15/07/2023;34376006,38;3386445,00;04/2021;Mercado;Dívida Interna
NTN-I 150125;15/01/2025;20900250,90;2058923,00;04/2021;Mercado;Dívida Interna
NTN-I 150126;15/01/2026;13858440,28;1365221,00;04/2021;Mercado;Dívida Interna
NTN-I 150127;15/01/2027;8830285,28;869888,00;04/2021;Mercado;Dívida Interna
NTN-I 150129;15/01/2029;3917953,87;385965,00;04/2021;Mercado;Dívida Interna
NTN-I 150131;15/01/2031;2132605,74;210087,00;04/2021;Mercado;Dívida Interna
NTN-P 010125-010109;01/01/2025;347810,50;156072,00;04/2021;Mercado;Dívida Interna
AINSS A031;21/09/2030;14536,61;11,00;04/2021;Mercado;Dívida Interna
AINSS A017;22/04/2029;2748,76;2,00;04/2021;Mercado;Dívida Interna
AINSS A011;15/10/2028;11528,64;8,00;04/2021;Mercado;Dívida Interna
TDAD11L411;01/12/2024;733812,30;7410,00;04/2021;Mercado;Dívida Interna
TDAD12D234;01/04/2023;1836719,94;18579,00;04/2021;Mercado;Dívida Interna
TDAD12D237;01/04/2026;1893861,02;19157,00;04/2021;Mercado;Dívida Interna
TDAD12D238;01/04/2027;1910864,94;19329,00;04/2021;Mercado;Dívida Interna
TDAD12D418;01/04/2032;18259,50;185,00;04/2021;Mercado;Dívida Interna
TDAD12F235;01/06/2024;228397,82;2254,00;04/2021;Mercado;Dívida Interna
TDA24120600;01/12/2024;477050,40;4720,00;04/2021;Mercado;Dívida Interna
LFT 010926;01/09/2026;43004507190,40;3978106,00;04/2021;Mercado;Dívida Interna
LTN 011022;01/10/2022;72134167360,28;76591082,00;04/2021;Mercado;Dívida Interna
NTN-I 150835;15/08/2035;15734,14;1550,00;04/2021;Mercado;Dívida Interna
HSTN A001;15/09/2028;1332088232,62;49901,00;05/2021;Mercado;Dívida Interna
TDAD11F237;01/06/2025;967041,60;9520,00;05/2021;Mercado;Dívida Interna
TDAD11G409;01/07/2022;1765662,20;17740,00;05/2021;Mercado;Dívida Interna
TDAD11G411;01/07/2024;1765662,20;17740,00;05/2021;Mercado;Dívida Interna
TDAD11G417;01/07/2030;1765662,20;17740,00;05/2021;Mercado;Dívida Interna
TDAD11L336;01/12/2025;561202,74;5634,00;05/2021;Mercado;Dívida Interna
TDAD11L337;01/12/2026;561202,74;5634,00;05/2021;Mercado;Dívida Interna
LFT 010326;01/03/2026;21690267218,00;2000000,00;05/2021;Banco Central;Dívida Interna
NTN-I 151233;15/12/2033;38080,32;3839,00;05/2021;Mercado;Dívida Interna
TDA22010300;01/01/2022;123027,52;1232,00;05/2021;Mercado;Dívida Interna
TDA34120300;01/12/2034;97797,70;977,00;05/2021;Mercado;Dívida Interna
TDAD10C417;01/03/2029;554218,95;5601,00;06/2021;Mercado;Dívida Interna
TDAD10D236;01/04/2023;2024161,92;20372,00;06/2021;Mercado;Dívida Interna
HCFTEE0146;01/01/2046;2760368435,55;464873701,00;10/2021;Mercado;Dívida Interna
LFT 010922;01/09/2022;243309386762,69;21958827,00;10/2021;Banco Central;Dívida Interna
TDAD09H413;01/08/2024;9697,10;98,00;11/2021;Mercado;Dívida Interna
TDAD09H414;01/08/2025;9697,10;98,00;11/2021;Mercado;Dívida Interna
TDAD09H415;01/08/2026;9697,10;98,00;11/2021;Mercado;Dívida Interna
TDAD09I337;01/09/2024;560070,61;5651,00;11/2021;Mercado;Dívida Interna
TDAD09I415;01/09/2026;219392,53;2219,00;11/2021;Mercado;Dívida Interna
TDAD09J238;01/10/2024;16254,04;164,00;11/2021;Mercado;Dívida Interna
TDAD09K238;01/11/2024;285903,12;2892,00;11/2021;Mercado;Dívida Interna
TDA24050200;01/05/2024;130898,24;1312,00;11/2021;Mercado;Dívida Interna
TDA30110300;01/11/2030;71673,50;725,00;11/2021;Mercado;Dívida Interna
NTN-F 010129;01/01/2029;68363463138,36;60482094,46;11/2021;Mercado;Dívida Interna
NTN-I 150829;15/08/2029;1890719,47;174519,00;11/2021;Mercado;Dívida Interna
TDA33080300;01/08/2033;27788,40;279,00;11/2021;Mercado;Dívida Interna
TDAD10G235;01/07/2022;311366,35;3109,00;12/2021;Mercado;Dívida Interna
TDAD10G238;01/07/2025;315873,10;3154,00;12/2021;Mercado;Dívida Interna
TDAD10G337;01/07/2025;23318,10;234,00;12/2021;Mercado;Dívida Interna
TDAD10H238;01/08/2025;54345,60;544,00;12/2021;Mercado;Dívida Interna
TDAD10I238;01/09/2025;1096,15;11,00;12/2021;Mercado;Dívida Interna
TDAD10J236;01/10/2023;47517,98;478,00;12/2021;Mercado;Dívida Interna
TDAD11A238;01/01/2026;32826,49;323,00;12/2021;Mercado;Dívida Interna
TDAD11F235;01/06/2023;937441,82;9338,00;12/2021;Mercado;Dívida Interna
LTN 010124;01/01/2024;66804697649,51;75111121,00;12/2021;Banco Central;Dívida Interna
LTN 010124;01/01/2024;251768677565,39;280908663,00;12/2021;Mercado;Dívida Interna
LTN 011022;01/10/2022;89457876401,16;92824787,00;12/2021;Mercado;Dívida Interna
NTN-I 150835;15/08/2035;63749,29;5900,00;12/2021;Mercado;Dívida Interna
NTN-I 151235;15/12/2035;33462,97;3097,00;12/2021;Mercado;Dívida Interna
TDAE100356;01/03/2023;206509,62;1983,00;01/2022;Mercado;Dívida Interna
ECTN 0212;01/12/2022;270541976,96;67409,00;02/2022;Mercado;Dívida Interna
TDAD12C334;01/03/2024;3221,44;32,00;02/2022;Mercado;Dívida Interna
TDAD09J335;01/10/2022;10947,20;110,00;02/2022;Mercado;Dívida Interna
TDAD09J340;01/10/2027;12340,48;124,00;02/2022;Mercado;Dívida Interna
TDAD12K333;01/11/2023;408369,60;4110,00;02/2022;Mercado;Dívida Interna
TDAD12K337;01/11/2027;408369,60;4110,00;02/2022;Mercado;Dívida Interna
